12;0.4426;0.5636;0.3615;0.2992;0.4426;0.5273;0.4211;0.3672;0.4426;0.6565;0.4632;0.3906;0.4426;0.5346;0.3696;0.2821;0.4821;0.5437;0.3735;0.2174;0.5357;0.5437;0.4111;0.3280;0.4918;0.4510;0.3219;0.2750;0.5357;0.4647;0.3264;0.2579;0.4630;0.4555;0.3684;0.3282;4
13;0.4426;0.5273;0.4097;0.3334;0.4426;0.6091;0.4632;0.3906;0.5738;0.6565;0.6421;0.3906;0.4426;0.5346;0.3696;0.2821;0.5357;0.5437;0.3735;0.2435;0.6250;0.6213;0.4556;0.3600;0.4918;0.4510;0.3219;0.2334;0.4643;0.4647;0.3684;0.3282;0.4630;0.4555;0.4842;0.3906;4
14;0.4426;0.6091;0.4578;0.3590;0.5738;0.6091;0.6421;0.3906;0.6393;0.6969;0.5895;0.4219;0.4918;0.5346;0.3696;0.3077;0.6250;0.6213;0.4217;0.2783;0.6250;0.6602;0.6000;0.4160;0.4262;0.4510;0.3678;0.3084;0.4643;0.4647;0.4842;0.3906;0.6111;0.5346;0.4842;0.4219;4
15;0.6393;0.6091;0.5542;0.3932;0.6393;0.6818;0.6421;0.4531;0.7049;0.7777;0.6842;0.4844;0.7049;0.7326;0.5543;0.4359;0.7678;0.7378;0.6265;0.3739;0.8392;0.7766;0.7555;0.4720;0.6229;0.6862;0.5862;0.4084;0.7678;0.7070;0.6631;0.4531;0.7777;0.6930;0.6210;0.4531;3
16;0.7704;0.7181;0.7108;0.4274;0.7704;0.7636;0.6421;0.4844;0.7704;0.7777;0.6842;0.4531;0.7704;0.7722;0.7065;0.4957;0.8392;0.8252;0.6867;0.4000;0.8392;0.7378;0.7000;0.4720;0.7704;0.7647;0.6896;0.4417;0.8392;0.7878;0.5684;0.4531;0.8518;0.7722;0.6210;0.4219;3
17;0.7049;0.6454;0.6626;0.3932;0.6393;0.5636;0.6842;0.4531;0.7704;0.7373;0.5895;0.4531;0.7704;0.7326;0.5978;0.4359;0.7678;0.6990;0.6265;0.3739;0.8392;0.6990;0.6000;0.4480;0.7049;0.6862;0.6436;0.4084;0.8392;0.7474;0.6210;0.4531;0.8518;0.7326;0.6210;0.4531;3
18;0.6393;0.5636;0.7108;0.4274;0.7704;0.6818;0.5895;0.4531;0.8360;0.8686;0.6421;0.4844;0.7049;0.6930;0.5978;0.4359;0.8392;0.6990;0.5783;0.3739;0.8392;0.7378;0.7000;0.4720;0.7704;0.7254;0.6436;0.4417;0.8392;0.7474;0.6210;0.4531;0.7777;0.7326;0.6631;0.4531;3
19;0.8360;0.7999;0.7108;0.4872;0.8360;0.7636;0.7368;0.4844;0.7049;0.7777;0.6421;0.4531;0.7704;0.8217;0.7065;0.4957;0.8392;0.8252;0.7951;0.4000;0.9106;0.8252;0.8666;0.5040;0.7704;0.8039;0.6896;0.4833;0.9285;0.7878;0.6210;0.4922;0.9444;0.8118;0.6631;0.4922;3
20;0.7049;0.7181;0.6626;0.4274;0.7049;0.6454;0.6421;0.4531;0.7049;0.6969;0.5895;0.4844;0.8360;0.8217;0.6521;0.4615;0.8392;0.7378;0.6867;0.3739;0.9999;0.7766;0.7000;0.4720;0.7704;0.8039;0.7471;0.4833;0.9285;0.7878;0.6631;0.4531;0.9444;0.7722;0.6631;0.4531;3
21;0.7049;0.6454;0.6024;0.4615;0.7049;0.6818;0.6421;0.4531;0.7049;0.7777;0.6421;0.4531;0.9179;0.7722;0.6521;0.4615;0.9106;0.8252;0.7469;0.4348;0.9106;0.8252;0.7555;0.5040;0.8524;0.7647;0.6896;0.4417;0.9285;0.7878;0.6210;0.4531;0.8518;0.7722;0.6210;0.4922;3
22;0.7049;0.7181;0.6626;0.4274;0.7704;0.7636;0.6842;0.4844;0.7704;0.8282;0.7368;0.4531;0.8360;0.8217;0.7065;0.4957;0.9106;0.7766;0.6867;0.4348;0.9106;0.7766;0.7555;0.4720;0.7704;0.7647;0.6436;0.4833;0.8392;0.7878;0.6210;0.4531;0.8518;0.7722;0.6210;0.4531;3
23;0.7704;0.7636;0.7108;0.4615;0.7704;0.7636;0.7368;0.4531;0.7704;0.8282;0.6842;0.4531;0.8360;0.7722;0.6521;0.4957;0.9106;0.7766;0.7469;0.4000;0.8392;0.7766;0.7555;0.4720;0.7704;0.7647;0.6436;0.4417;0.8392;0.7878;0.6210;0.4531;0.8518;0.7722;0.6210;0.4531;3
24;0.7704;0.7636;0.7108;0.4274;0.8360;0.7181;0.5895;0.4531;0.7704;0.7777;0.5895;0.4531;0.7704;0.7722;0.7065;0.4615;0.8392;0.7766;0.7469;0.4000;0.8392;0.7378;0.6444;0.4480;0.7704;0.7647;0.6436;0.4417;0.8392;0.7474;0.6210;0.4531;0.9444;0.7326;0.6210;0.4531;3
25;0.8360;0.7181;0.6024;0.4274;0.7704;0.7181;0.5895;0.4531;0.7049;0.7777;0.6421;0.4219;0.7704;0.7722;0.7065;0.4615;0.8392;0.7378;0.6265;0.3739;0.8392;0.7378;0.7000;0.5040;0.7704;0.7254;0.6436;0.4417;0.9285;0.7474;0.6210;0.4531;0.8518;0.7722;0.6210;0.4531;3
26;0.7704;0.6454;0.6024;0.3932;0.7049;0.6454;0.5895;0.4219;0.7704;0.7777;0.5474;0.4219;0.7704;0.7722;0.6521;0.4615;0.8392;0.7378;0.6265;0.3392;0.8392;0.7378;0.6444;0.4720;0.7704;0.8039;0.6896;0.4833;0.8392;0.7878;0.6631;0.4531;0.8518;0.7722;0.6631;0.4531;3
27;0.7049;0.6454;0.6024;0.3932;0.7704;0.7181;0.5474;0.4219;0.7704;0.7373;0.5474;0.4219;0.7704;0.7326;0.5978;0.4017;0.8392;0.7378;0.6265;0.4000;0.7678;0.6990;0.6000;0.4480;0.7704;0.7647;0.6896;0.4417;0.8392;0.7878;0.6631;0.4531;0.8518;0.7722;0.6210;0.4219;3
28;0.7704;0.6818;0.5542;0.3932;0.7704;0.6454;0.5895;0.4219;0.7049;0.7373;0.5895;0.4219;0.7049;0.6930;0.5543;0.4359;0.7678;0.7378;0.6265;0.3392;0.8392;0.6990;0.6000;0.4480;0.7704;0.7647;0.6436;0.4084;0.7678;0.7070;0.5684;0.4531;0.6851;0.6930;0.5263;0.3906;3
29;0.7704;0.7636;0.6024;0.4274;0.7704;0.7181;0.6421;0.4531;0.7049;0.7777;0.5895;0.4531;0.7704;0.6534;0.5543;0.4017;0.7678;0.6990;0.6265;0.3739;0.8392;0.7378;0.7000;0.4480;0.7704;0.6470;0.5402;0.4084;0.8392;0.7474;0.5263;0.4219;0.8518;0.7326;0.6210;0.4219;3
30;0.7049;0.7181;0.6024;0.4274;0.7049;0.7181;0.6421;0.4844;0.7049;0.7777;0.6842;0.4531;0.7704;0.7326;0.6521;0.4359;0.8392;0.7766;0.6867;0.3739;0.8392;0.7378;0.6444;0.4480;0.7704;0.7254;0.6436;0.4084;0.8392;0.7474;0.6631;0.4219;0.7777;0.7326;0.5684;0.4219;3
31;0.7049;0.7181;0.7108;0.4274;0.7704;0.7181;0.6421;0.4531;0.7704;0.7777;0.5895;0.4531;0.7704;0.7326;0.5978;0.4359;0.8392;0.7378;0.6867;0.3739;0.8392;0.6990;0.6000;0.4480;0.7049;0.7254;0.5862;0.4084;0.7678;0.7070;0.6210;0.4219;0.7777;0.7326;0.5684;0.4219;3
32;0.7704;0.7181;0.6626;0.4274;0.7704;0.7181;0.5895;0.4531;0.7049;0.7777;0.5895;0.4531;0.7704;0.7326;0.6521;0.4359;0.8392;0.6990;0.5783;0.3739;0.7678;0.6990;0.6000;0.4480;0.7049;0.6862;0.6436;0.4084;0.7678;0.7474;0.5684;0.4219;0.8518;0.6930;0.5263;0.3906;3
33;0.7704;0.7181;0.6024;0.4274;0.7049;0.7181;0.5895;0.4531;0.7049;0.7373;0.6421;0.4219;0.7704;0.6930;0.5543;0.4359;0.7678;0.6990;0.5783;0.3739;0.7678;0.6990;0.6000;0.4160;0.7049;0.7254;0.5862;0.4084;0.8392;0.7070;0.5263;0.3906;0.7777;0.6930;0.5684;0.3906;3
34;0.7049;0.6818;0.6626;0.3932;0.7049;0.6454;0.5053;0.4219;0.6393;0.6969;0.5474;0.4219;0.7049;0.6930;0.5543;0.4017;0.7678;0.6990;0.5301;0.3392;0.6964;0.6213;0.5111;0.3920;0.7049;0.6862;0.5862;0.3750;0.6785;0.6666;0.5263;0.3906;0.6851;0.6930;0.5263;0.4219;3
35;0.7049;0.6454;0.5060;0.3932;0.6393;0.6454;0.5474;0.4219;0.6393;0.6565;0.5474;0.4219;0.7049;0.6930;0.5109;0.4017;0.6964;0.6213;0.4819;0.3131;0.6964;0.5825;0.5111;0.3600;0.6229;0.6470;0.5402;0.3750;0.6785;0.7070;0.5263;0.4219;0.6851;0.6534;0.5263;0.4219;3
36;0.6393;0.6091;0.5542;0.3932;0.5738;0.5636;0.5053;0.3906;0.4426;0.4849;0.4632;0.3906;0.6393;0.5742;0.4674;0.3419;0.5357;0.4660;0.3735;0.3131;0.3393;0.2622;0.4111;0.3600;0.6229;0.6470;0.5402;0.4084;0.6785;0.6262;0.5684;0.3906;0.6111;0.4951;0.4842;0.3906;5
37;0.5738;0.5636;0.5060;0.3590;0.4426;0.4546;0.4632;0.3906;0.3115;0.3334;0.2948;0.3672;0.4918;0.4555;0.3696;0.3761;0.3393;0.2622;0.3735;0.2783;0.2679;0.3301;0.4111;0.3920;0.6229;0.6078;0.5862;0.3750;0.6071;0.5050;0.4842;0.3906;0.6111;0.5346;0.4842;0.3906;5
38;0.3115;0.3182;0.2651;0.3334;0.3771;0.4182;0.4211;0.3672;0.6393;0.6565;0.5895;0.4219;0.2460;0.3169;0.3696;0.3761;0.5357;0.5049;0.5301;0.3392;0.6964;0.6602;0.5555;0.4480;0.5574;0.5294;0.4943;0.3750;0.7678;0.7070;0.5684;0.4219;0.7777;0.6930;0.5684;0.4219;5
39;0.3771;0.4182;0.4097;0.3334;0.6393;0.6091;0.5895;0.4219;0.7049;0.6969;0.5474;0.4219;0.4918;0.4951;0.5109;0.4017;0.6964;0.6602;0.5301;0.3739;0.6964;0.6213;0.5555;0.4160;0.7049;0.6862;0.5862;0.4084;0.7678;0.7070;0.5684;0.4219;0.6851;0.6534;0.5263;0.3594;7
40;0.6393;0.6091;0.5542;0.3334;0.5738;0.6091;0.4632;0.3360;0.5082;0.5252;0.3369;0.3047;0.5738;0.5346;0.4131;0.3419;0.5357;0.5049;0.3735;0.2435;0.5357;0.5049;0.3223;0.3040;0.5574;0.5294;0.3678;0.3084;0.5357;0.4647;0.3684;0.2969;0.5370;0.4951;0.2843;0.2969;7
41;0.5082;0.4909;0.3133;0.2650;0.4426;0.4182;0.2948;0.2813;0.3771;0.4041;0.2948;0.2813;0.4918;0.4951;0.2827;0.2821;0.5357;0.5049;0.3253;0.2174;0.5357;0.5049;0.3223;0.2720;0.4918;0.4902;0.2759;0.2750;0.5357;0.4647;0.3264;0.2969;0.4630;0.4258;0.3264;0.2969;7
42;0.4426;0.4182;0.2651;0.2394;0.3771;0.3818;0.2948;0.2813;0.4426;0.4849;0.3790;0.2813;0.4918;0.4951;0.3261;0.2821;0.5357;0.5049;0.2772;0.1827;0.4821;0.4660;0.3223;0.3040;0.4918;0.4510;0.3219;0.2750;0.4643;0.4344;0.3264;0.2969;0.4630;0.3466;0.3264;0.2969;7
43;0.4426;0.4546;0.3615;0.2394;0.3771;0.3546;0.3790;0.3047;0.2623;0.2627;0.2948;0.3360;0.4426;0.4555;0.2827;0.2821;0.3393;0.3981;0.2772;0.2174;0.2143;0.2622;0.2778;0.3280;0.4262;0.3432;0.3219;0.2750;0.3215;0.3233;0.2843;0.3282;0.2408;0.2476;0.3684;0.2969;5
44;0.3771;0.3546;0.3615;0.2650;0.2623;0.2546;0.2948;0.3360;0.1968;0.2021;0.2211;0.2813;0.3115;0.3862;0.2827;0.2821;0.2143;0.2622;0.2290;0.2435;0.2143;0.2622;0.2334;0.2720;0.2951;0.3138;0.2759;0.3084;0.2500;0.2526;0.3684;0.2969;0.2408;0.2179;0.2527;0.2969;5
45;0.2623;0.2001;0.2169;0.2394;0.1968;0.2001;0.2527;0.3047;0.1968;0.2324;0.2527;0.3047;0.2460;0.2476;0.1957;0.2479;0.2679;0.2331;0.1326;0.1827;0.2143;0.2331;0.1890;0.3040;0.2296;0.1863;0.1955;0.2334;0.1786;0.1920;0.2106;0.2969;0.1667;0.1882;0.2106;0.2969;5
46;0.9835;0.8999;0.9276;0.5641;0.8360;0.7727;0.7157;0.4375;0.7049;0.7474;0.5684;0.4063;0.9999;0.9603;0.8804;0.5983;0.8392;0.9125;0.8674;0.5043;0.7678;0.7766;0.7000;0.4640;0.8032;0.8235;0.7356;0.4833;0.8749;0.8484;0.7578;0.5234;0.9814;0.9801;0.8105;0.5781;3
47;0.8360;0.7727;0.7469;0.4103;0.7049;0.6909;0.5684;0.4063;0.7049;0.7070;0.5684;0.3828;0.7704;0.9108;0.8152;0.5641;0.7678;0.7766;0.6867;0.3913;0.7678;0.6990;0.6000;0.4000;0.8032;0.8235;0.7930;0.5167;0.9642;0.9999;0.8105;0.5781;0.9814;0.9306;0.8105;0.5547;3
48;0.7049;0.6909;0.5783;0.3761;0.7049;0.6545;0.5684;0.3828;0.7049;0.7070;0.5684;0.4063;0.7049;0.7722;0.6521;0.4530;0.7678;0.6990;0.5783;0.3218;0.7678;0.6990;0.6000;0.4000;0.8852;0.9705;0.8505;0.5750;0.9642;0.9494;0.8105;0.5547;0.7407;0.7029;0.6105;0.4375;3
49;0.7049;0.6545;0.5783;0.3505;0.7049;0.6545;0.5684;0.4063;0.5738;0.7070;0.5684;0.4063;0.7049;0.6930;0.5543;0.3846;0.7678;0.6990;0.5783;0.3218;0.7678;0.7378;0.6000;0.4000;0.8852;0.9215;0.8505;0.5500;0.7321;0.7171;0.6105;0.4375;0.7407;0.7029;0.6105;0.4063;3
50;0.7049;0.6545;0.5783;0.3761;0.5738;0.6545;0.5684;0.4063;0.5738;0.7070;0.6105;0.4375;0.7049;0.6930;0.5543;0.3846;0.7678;0.7378;0.5783;0.3218;0.6785;0.7766;0.6555;0.4640;0.6721;0.6960;0.6322;0.4250;0.7321;0.7171;0.6105;0.4063;0.7407;0.7029;0.5684;0.3828;3
51;0.5738;0.6545;0.6265;0.4103;0.5738;0.6909;0.7157;0.4609;0.6393;0.7878;0.7157;0.4609;0.6229;0.7722;0.6087;0.4530;0.6785;0.7766;0.6385;0.3913;0.6785;0.7766;0.7000;0.4640;0.6721;0.6960;0.5862;0.3667;0.6607;0.7171;0.5684;0.4063;0.7407;0.7425;0.5684;0.4375;3
52;0.5738;0.6909;0.7469;0.4359;0.6393;0.7272;0.7157;0.4609;0.6393;0.8383;0.7157;0.4609;0.6229;0.7722;0.6087;0.4530;0.6785;0.7766;0.6867;0.3913;0.6785;0.7378;0.6000;0.4320;0.6065;0.6960;0.5862;0.3917;0.7321;0.7575;0.5684;0.4375;0.7407;0.7425;0.6105;0.4375;3
53;0.6393;0.7272;0.7469;0.4359;0.6393;0.7727;0.7157;0.4609;0.6393;0.7878;0.6631;0.4375;0.6229;0.7722;0.6521;0.4530;0.6785;0.7378;0.5783;0.3566;0.6785;0.7378;0.6000;0.4000;0.6721;0.7352;0.5862;0.4250;0.7321;0.7575;0.6105;0.4375;0.7407;0.7029;0.6105;0.4375;3
54;0.6393;0.7727;0.7469;0.4359;0.6393;0.7272;0.6631;0.4375;0.6393;0.6666;0.5263;0.3828;0.6229;0.7326;0.5543;0.4188;0.6785;0.7378;0.5783;0.3218;0.6785;0.6602;0.5555;0.4000;0.6721;0.7352;0.6322;0.4250;0.7321;0.7171;0.6105;0.4375;0.6666;0.6633;0.4842;0.3828;3
55;0.6393;0.5818;0.5301;0.3505;0.6393;0.5818;0.5263;0.3516;0.6393;0.6666;0.5684;0.3516;0.6229;0.6534;0.5109;0.3505;0.6071;0.6602;0.5301;0.3218;0.6071;0.6213;0.5111;0.3680;0.5410;0.6078;0.4483;0.3000;0.6607;0.6262;0.4842;0.3516;0.5926;0.5742;0.4421;0.3203;4
56;0.5738;0.5818;0.5783;0.3163;0.5738;0.6182;0.5263;0.3828;0.5738;0.6262;0.5263;0.3516;0.5574;0.6138;0.4674;0.3163;0.6785;0.5825;0.4458;0.2522;0.6785;0.5825;0.4778;0.3040;0.5410;0.5686;0.4023;0.3000;0.6607;0.5858;0.3579;0.3203;0.5926;0.5742;0.4000;0.2891;4
57;0.5738;0.6182;0.5301;0.3505;0.5738;0.5818;0.5263;0.3516;0.5738;0.5858;0.5263;0.3516;0.6229;0.5742;0.4348;0.3163;0.6785;0.5825;0.4458;0.2174;0.6071;0.5825;0.5111;0.3360;0.6065;0.5686;0.3564;0.3000;0.5893;0.5858;0.4000;0.2891;0.5926;0.5742;0.4421;0.3203;4
58;0.5738;0.5818;0.5301;0.3163;0.5738;0.5454;0.5263;0.3516;0.5738;0.5858;0.4316;0.3516;0.6229;0.5742;0.4348;0.2821;0.6071;0.5825;0.4819;0.2522;0.6071;0.6213;0.5111;0.3360;0.5410;0.5686;0.4023;0.2667;0.5893;0.5858;0.4421;0.3203;0.6666;0.5742;0.4000;0.2891;4
59;0.4426;0.5091;0.3735;0.2565;0.4426;0.5091;0.3895;0.2969;0.4426;0.5050;0.3895;0.2657;0.4918;0.4951;0.3479;0.2394;0.4643;0.4660;0.3494;0.1740;0.5357;0.4660;0.3889;0.2640;0.4754;0.5294;0.4023;0.3000;0.5179;0.5454;0.3579;0.2891;0.4445;0.4951;0.3579;0.2657;4
60;0.4426;0.5091;0.3735;0.2565;0.4426;0.4727;0.3895;0.2657;0.4426;0.5050;0.3895;0.2969;0.4262;0.4555;0.3479;0.2394;0.5357;0.4660;0.3494;0.1740;0.4643;0.5049;0.3445;0.2640;0.4754;0.5294;0.3564;0.2667;0.4464;0.5050;0.3579;0.2657;0.4445;0.4951;0.4000;0.2891;4
61;0.4918;0.5091;0.3735;0.2565;0.4426;0.5091;0.3895;0.2969;0.4426;0.5454;0.3895;0.2969;0.4918;0.4951;0.3479;0.2394;0.5357;0.4660;0.3012;0.2174;0.5357;0.4660;0.3445;0.2640;0.4754;0.4902;0.4023;0.2667;0.4464;0.4243;0.4000;0.3203;0.3149;0.3070;0.4842;0.4063;4
62;0.4426;0.5091;0.3735;0.2565;0.4426;0.5091;0.3895;0.2969;0.4918;0.5454;0.3895;0.3203;0.4918;0.4555;0.3044;0.2821;0.5357;0.4660;0.3012;0.1740;0.4643;0.4660;0.3889;0.3360;0.4099;0.4118;0.4023;0.3000;0.3215;0.3132;0.4842;0.4063;0.2593;0.1981;0.5684;0.5547;4
63;0.5738;0.5818;0.4217;0.3163;0.5738;0.6182;0.5684;0.4063;0.7049;0.7474;0.5684;0.4375;0.4262;0.4555;0.4674;0.3846;0.6071;0.5437;0.4819;0.3566;0.6785;0.6990;0.6000;0.4320;0.1312;0.1079;0.6781;0.6666;0.0894;0.0506;0.7578;0.7500;0.1297;0.1090;0.7052;0.6640;4
64;0.5738;0.6182;0.5783;0.3761;0.7049;0.6909;0.5684;0.4375;0.7049;0.7474;0.6105;0.4375;0.5574;0.5346;0.4674;0.4188;0.6785;0.6990;0.5783;0.3566;0.7678;0.6990;0.7000;0.4640;0.0821;0.0491;0.7930;0.7583;0.1429;0.1112;0.7052;0.6640;0.3889;0.3763;0.5684;0.4375;3
65;0.7049;0.6909;0.5783;0.4103;0.7049;0.6909;0.6105;0.4375;0.7704;0.7878;0.7157;0.4609;0.6229;0.6930;0.5543;0.4188;0.7678;0.6990;0.6867;0.3913;0.7678;0.6990;0.6555;0.4640;0.1312;0.1079;0.7356;0.6666;0.3929;0.3839;0.5684;0.4375;0.7407;0.6633;0.5684;0.3828;3
66;0.7704;0.7272;0.7469;0.4701;0.7704;0.7272;0.7157;0.4922;0.7704;0.8383;0.6631;0.4609;0.7049;0.7326;0.6087;0.4188;0.8392;0.7766;0.6867;0.3913;0.8392;0.7766;0.6000;0.4640;0.7377;0.6960;0.6322;0.4250;0.8749;0.7575;0.6526;0.4375;0.8148;0.7425;0.6105;0.4375;3
67;0.7704;0.7727;0.6867;0.4359;0.7704;0.6909;0.6631;0.4609;0.7704;0.7474;0.6105;0.4375;0.7704;0.7722;0.5543;0.4530;0.8392;0.7766;0.6385;0.3566;0.7678;0.6990;0.6555;0.4320;0.7377;0.7352;0.6322;0.4250;0.8035;0.7575;0.6105;0.4375;0.8148;0.7425;0.6105;0.4375;3
68;0.7049;0.6545;0.6265;0.4103;0.7704;0.6545;0.5684;0.4375;0.7704;0.7474;0.6631;0.4609;0.7704;0.7326;0.6087;0.4530;0.8392;0.7378;0.6385;0.3913;0.7678;0.7378;0.7000;0.4640;0.7377;0.6960;0.6322;0.4250;0.8749;0.7575;0.6526;0.4688;0.8888;0.7425;0.6526;0.4375;3
69;0.7704;0.6545;0.5783;0.4103;0.7704;0.6909;0.6631;0.4609;0.7704;0.8383;0.7157;0.4922;0.7704;0.7326;0.6087;0.4530;0.7678;0.7378;0.6867;0.3913;0.8392;0.8155;0.7000;0.5040;0.8032;0.7352;0.6781;0.4583;0.8749;0.7575;0.6526;0.4375;0.8888;0.7920;0.6526;0.4375;3
70;0.7704;0.6909;0.6867;0.4359;0.7704;0.7727;0.7157;0.4922;0.7704;0.8383;0.7578;0.4609;0.7049;0.7326;0.6521;0.4530;0.8392;0.8155;0.6867;0.4348;0.9285;0.7766;0.6555;0.5040;0.8032;0.7352;0.6781;0.4250;0.8749;0.8080;0.6526;0.4375;0.8888;0.7920;0.7052;0.4688;3
71;0.7704;0.7727;0.7469;0.4701;0.7704;0.7727;0.7578;0.4609;0.8360;0.8383;0.8210;0.4922;0.7704;0.8118;0.6521;0.4957;0.9285;0.7766;0.6385;0.4348;0.9285;0.8155;0.7000;0.5040;0.8032;0.7843;0.6781;0.4250;0.8749;0.8080;0.7052;0.4688;0.8888;0.7920;0.6526;0.4688;3
72;0.7704;0.7727;0.7951;0.4359;0.8360;0.7727;0.8210;0.4922;0.8360;0.8383;0.7157;0.5234;0.8524;0.7722;0.6087;0.4957;0.9285;0.8155;0.6867;0.4348;0.9285;0.8640;0.7555;0.5040;0.8032;0.7843;0.7356;0.4583;0.8749;0.8080;0.6526;0.4688;0.8888;0.7920;0.6526;0.4688;3
73;0.8360;0.7727;0.8674;0.4701;0.8360;0.7727;0.7157;0.5234;0.8360;0.8383;0.6631;0.4609;0.8524;0.8118;0.6521;0.4957;0.9285;0.8640;0.7469;0.4348;0.8392;0.8155;0.7555;0.5040;0.8032;0.7843;0.6781;0.4583;0.8749;0.8080;0.6526;0.4688;0.8888;0.7425;0.7052;0.4922;3
74;0.8360;0.7727;0.7469;0.5043;0.8360;0.7727;0.6631;0.4609;0.7704;0.7474;0.6631;0.4375;0.8524;0.8613;0.7065;0.4957;0.8392;0.8155;0.7469;0.4348;0.9285;0.7766;0.7000;0.4640;0.8032;0.7843;0.6781;0.4583;0.8749;0.7575;0.7052;0.4922;0.8888;0.7920;0.6526;0.4688;3
75;0.8360;0.7727;0.6867;0.4359;0.7704;0.6909;0.6631;0.4375;0.9179;0.7878;0.6631;0.4609;0.7704;0.8118;0.7065;0.4957;0.9285;0.7766;0.6867;0.3913;0.9285;0.7766;0.7000;0.4640;0.8032;0.7352;0.7356;0.4833;0.8749;0.8080;0.6526;0.4688;0.8888;0.7920;0.6526;0.4688;3
